"Dose","Rate","Sim"
200,0.385998789080646,30
400,0.5384615271894,30
800,0.543322061401138,30
10,0.159004337375216,31
25,0.166249017539287,31
50,0.185045604316202,31
100,0.188901813022703,31
200,0.216483046054228,31
400,0.218749837285047,31
800,0.219664568046508,31
10,0.218200968691411,32
25,0.227332391483317,32
50,0.298130096585594,32
100,0.385882622818379,32
200,0.44384013141949,32
400,0.44387145234506,32
800,0.503771380704821,32
10,0.163314690874013,33
25,0.167237991071115,33
50,0.201268700402682,33
100,0.206140121299311,33
200,0.208544160022181,33
400,0.285773622876508,33
800,0.349609093766901,33
10,0.0858195087817873,34
25,0.107823914126957,34
50,0.135051221659315,34
100,0.316964826410675,34
200,0.319965378498053,34
400,0.335109257702972,34
800,0.74690662827498,34
10,0.0699246278842131,35
25,0.0931250114706165,35
50,0.104471353330092,35
100,0.125205952178861,35
200,0.195742626552158,35
400,0.527305974768525,35
800,0.527426645251414,35
10,0.182477079051214,36
25,0.202145504615615,36
50,0.209566678486718,36
100,0.3602948218286,36
200,0.364407463240334,36
400,0.372936857953326,36
800,0.418243121842966,36
10,0.0817859747949256,37
25,0.0912849883313545,37
50,0.126314399511945,37
100,0.15958543615686,37
200,0.260443811712032,37
400,0.2648908576844,37
800,0.266512864019372,37
10,0.230232680796959,38
25,0.236757911581803,38
50,0.240729712028822,38
100,0.273623768745211,38
200,0.274436391979633,38
400,0.31327838195669,38
800,0.338739278711428,38
10,0.218751747457386,39
25,0.223491625747165,39
50,0.223861090239864,39
100,0.228372173821408,39
200,0.228407018873331,39
400,0.435199149931014,39
800,0.500835992565408,39
10,0.216787432263267,40
25,0.357357285551134,40
50,0.364751660443634,40
100,0.737605820713039,40
200,0.737607749011589,40
400,0.741753239302672,40
800,0.742739414030133,40
10,0.2222309700718,41
25,0.329966940496951,41
50,0.449700726527163,41
100,0.457145447142865,41
200,0.779047787577137,41
400,0.882090818028578,41
800,0.88598742671144,41
10,0.208193022917658,42
25,0.211621663846509,42
50,0.286741864160726,42
100,0.287554532403969,42
200,0.288276092649371,42
400,0.53545286148635,42
800,0.545270186368246,42
10,0.178884497765029,43
25,0.245900534202202,43
50,0.344528983271127,43
100,0.56138747817183,43
200,0.643249146480051,43
400,0.803423421179099,43
800,0.81693975335404,43
10,0.216053458623313,44
25,0.288805603286899,44
50,0.294571068445465,44
100,0.433183147537336,44
200,0.455205873843555,44
400,0.457989871029512,44
800,0.596581919309108,44
10,0.209240765134462,45
25,0.212016422028754,45
50,0.21507695322884,45
100,0.283971345953342,45
200,0.284903990309796,45
400,0.307067068963213,45
800,0.319174273861487,45
10,0.0703214010087523,46
25,0.103580722820726,46
50,0.173951845648998,46
100,0.17437370919787,46
200,0.303849955224404,46
400,0.310712846631941,46
800,0.311377809709096,46
10,0.00815510221117981,47
25,0.029957172417633,47
50,0.0382535661972584,47
100,0.120253030934202,47
200,0.127049067789884,47
400,0.132342092905279,47
800,0.258987319278015,47
10,0.140000398168018,48
25,0.147610106123612,48
50,0.152502498210591,48
100,0.178120906895292,48
200,0.208128974954334,48
400,0.227478150935815,48
800,0.271450572810869,48
10,0.312689937783121,49
25,0.355121679820821,49
50,0.39739852835,49
100,0.639504473866665,49
200,0.6749903124292,49
400,0.706932477938407,49
800,0.744896080154221,49
10,0.10558797296701,50
25,0.114249313135558,50
50,0.153737930129397,50
100,0.238141610163578,50
200,0.238531339883421,50
400,0.407650864649231,50
800,0.646776093571429,50
10,0.0415222415907315,51
25,0.0462377877967768,51
50,0.221301571526671,51
100,0.223248032640259,51
200,0.224703818094766,51
400,0.239010454832718,51
800,0.267165950521694,51
10,0.114600890631844,52
25,0.116188179501055,52
50,0.170475934233755,52
100,0.170509513683458,52
200,0.223096016685426,52
400,0.232268662151816,52
800,0.26536193989174,52
10,0.032393442512243,53
25,0.0488668445097646,53
50,0.0501668597484452,53
100,0.155578210566167,53
200,0.205056257506352,53
400,0.205761764496022,53
800,0.345686147301218,53
10,0.0751122185592146,54
25,0.102406534232797,54
50,0.103605661778422,54
100,0.128605160384147,54
200,0.255764179316097,54
400,0.304258465355792,54
800,0.305092045512,54
10,0.0579810228327911,55
25,0.0872916562255494,55
50,0.128811646668586,55
100,0.177691559789604,55
200,0.177958445983173,55
400,0.179275161968976,55
800,0.263567708696806,55
10,0.0954440954925941,56
25,0.129961570979654,56
50,0.170950748023303,56
100,0.212281861953533,56
200,0.449011548924216,56
400,0.45054945701894,56
800,0.639171852333053,56
10,0.149690355757441,57
25,0.196554615221014,57
50,0.216492084938847,57
100,0.219771625627553,57
200,0.279030912135116,57
400,0.311606761142361,57
800,0.323980648514414,57
10,0.0844875255021848,58
25,0.140199487446408,58
50,0.201056459239276,58
100,0.201544395589441,58
200,0.292307604831113,58
400,0.60050044008792,58
800,0.608186311201432,58
10,0.0168856234704744,59
25,0.0636307059965121,59
50,0.0660062250811733,59
100,0.0731254380721255,59
200,0.185479978649858,59
400,0.379162035527099,59
800,0.38393732583962,59
10,0.210932591153663,60
25,0.264438689965438,60
50,0.301009769760382,60
100,0.381178244048297,60
200,0.382430723711816,60
400,0.38321931843722,60
800,0.650070124416921,60
10,0.0526235216080045,61
25,0.0542818355173628,61
50,0.0564994545549928,61
100,0.0588128726781689,61
200,0.178008803642818,61
400,0.187107809223299,61
800,0.275724835427799,61
10,0.102541363733602,62
25,0.152816572003888,62
50,0.165005171214105,62
100,0.204855691827985,62
200,0.27721312537425,62
400,0.279928600933208,62
800,0.27992871079163,62
10,0.0521928614403728,63
25,0.17365654822884,63
50,0.174581262293626,63
100,0.230823210978864,63
200,0.271754312838443,63
400,0.352314695237713,63
800,0.370232987374061,63
10,0.18746156178642,64
25,0.198534791381993,64
50,0.198767980002101,64
100,0.221067650070176,64
200,0.257327864976567,64
400,0.266371952436785,64
800,0.268051610769597,64
10,0.0649427363126969,65
25,0.0854832154428862,65
50,0.115245420315979,65
100,0.137323785871586,65
200,0.208305998086927,65
400,0.312746288921997,65
800,0.333371461643012,65
10,0.0221034397979214,66
25,0.0354110109805561,66
50,0.0775343738075141,66
100,0.0968983017467196,66
200,0.178945241001329,66
400,0.216837370810992,66
800,0.250255587644629,66
10,0.248337135728226,67
25,0.438406410975877,67
50,0.446938994531795,67
100,0.51327599425627,67
200,0.521915826695382,67
400,0.532514717839561,67
800,0.657689674046822,67
10,0.169663059702518,68
25,0.2760913649673,68
50,0.277905090573005,68
100,0.405152986802364,68
200,0.515695936858406,68
400,0.559065374419251,68
800,0.599902516166002,68
10,0.109804289367546,69
25,0.121482037281869,69
50,0.146732295462077,69
100,0.228063406184677,69
200,0.231422132188523,69
400,0.258324261759906,69
800,0.350831805694155,69
10,0.247020399820485,70
25,0.254931619713977,70
50,0.269059346049574,70
100,0.689605883644472,70
200,0.689664986351261,70
400,0.748098949638013,70
800,0.854399314329252,70
10,0.166027692586982,71
25,0.187152769591707,71
50,0.288827427044315,71
100,0.29506184139253,71
200,0.415297347447177,71
400,0.421944311139653,71
800,0.540852299868706,71
10,0.104509608362197,72
25,0.150512985783491,72
50,0.157813091105182,72
100,0.310451970578706,72
200,0.316404352166217,72
400,0.656274431762782,72
800,0.65999603076514,72
10,0.20647650839348,73
25,0.207099316180107,73
50,0.317283115285902,73
100,0.317321498020943,73
200,0.515755437921298,73
400,0.521692961866036,73
800,0.637333995327659,73
10,0.199514835562524,74
25,0.199951540331638,74
50,0.202733521137219,74
100,0.202883894612415,74
200,0.248228829390127,74
400,0.251779509300112,74
800,0.252665424618759,74
10,0.181678994668634,75
25,0.251908413975894,75
50,0.251908571845729,75
100,0.31365336678029,75
200,0.360749410551187,75
400,0.755366611086119,75
800,0.857862685042874,75
10,0.215189183125145,76
25,0.283216454007452,76
50,0.339870696921044,76
100,0.392955803520215,76
200,0.393360168858301,76
400,0.39395829028004,76
800,0.452726740650634,76
10,0.244560199904327,77
25,0.249202809995179,77
50,0.303243985100241,77
100,0.303359820321425,77
200,0.303423523437859,77
400,0.482824128055565,77
800,0.546143591861606,77
10,0.0760880366429492,78
25,0.0882367385012216,78
50,0.312640741896509,78
100,0.460409543766056,78
200,0.829789556004762,78
400,0.865933262556134,78
800,0.926490757066945,78
10,0.06393224277286,79
25,0.082704106386595,79
50,0.10848376583019,79
100,0.118480517498456,79
200,0.159871335407144,79
400,0.161202146477399,79
800,0.276421261367275,79
10,0.109401550081991,80
25,0.110037917120706,80
50,0.15691861654074,80
100,0.233851668933461,80
200,0.283363135968592,80
400,0.288102980007029,80
800,0.289852750186079,80
10,0.0171213160464963,81
25,0.0244772781856454,81
50,0.173261045750602,81
100,0.208543142390091,81
200,0.228401203130648,81
400,0.22842088875474,81
800,0.271190851098868,81
10,0.236554615926612,82
25,0.265562445505072,82
50,0.323615379437348,82
100,0.32474815222157,82
200,0.328253403575694,82
400,0.422027106071159,82
800,0.639927320184992,82
10,0.0627438370890788,83
25,0.0927956530881387,83
50,0.258369760951729,83
100,0.304829927074074,83
200,0.338414419431527,83
400,0.558583709812212,83
800,0.568797187600593,83
10,0.171030120796792,84
25,0.206924091682506,84
50,0.240978038680231,84
100,0.270823763900334,84
200,0.307051515253554,84
400,0.547962113770057,84
800,0.733561548938134,84
10,0.205699255498597,85
25,0.254774997269011,85
50,0.336733515782195,85
100,0.402357635917555,85
200,0.402881181340365,85
400,0.445866690618803,85
800,0.447578321133492,85
10,0.218320453787895,86
25,0.259409402518863,86
50,0.361047919788774,86
100,0.494163698870464,86
200,0.500233184827053,86
400,0.500657622236454,86
800,0.513226270656024,86
10,0.00548039901880768,87
25,0.0162855260959839,87
50,0.0164660266894241,87
100,0.0497293844783093,87
200,0.100471634301229,87
400,0.220854379558503,87
800,0.474747089838569,87
10,0.127611795196031,88
25,0.157815994879985,88
50,0.27655973628185,88
100,0.552127767361831,88
200,0.771289478334232,88
400,0.887934663910267,88
800,0.930709951043347,88
10,0.0816785876184746,89
25,0.0848250733559541,89
50,0.10067688615537,89
100,0.137971698393661,89
200,0.159100657449148,89
400,0.160317012383832,89
800,0.209582965312629,89
10,0.174384843068207,90
25,0.175122318335721,90
50,0.178005660505477,90
100,0.195677056499939,90
200,0.207938155888139,90
400,0.470620519640326,90
800,0.766476387719029,90
10,0.18587275470533,91
25,0.189169760484424,91
50,0.207121036953684,91
100,0.209341187951183,91
200,0.289350798057512,91
400,0.321197964754029,91
800,0.467215006518358,91
10,0.0175174411504993,92
25,0.0550492199054524,92
50,0.135681317910472,92
100,0.137925949474215,92
200,0.263967060701607,92
400,0.267748498540395,92
800,0.272174881165671,92
10,0.128059144451467,93
25,0.18704471926565,93
50,0.312740970275531,93
100,0.317071548173646,93
200,0.322407787497494,93
400,0.3226129009286,93
800,0.523933913175301,93
10,0.275054081352308,94
25,0.289765173113505,94
50,0.293375328049127,94
100,0.530791298769476,94
200,0.537816277498662,94
400,0.627813463459292,94
800,0.746000736459749,94
10,0.163283923960215,95
25,0.240982582652123,95
50,0.240991123799559,95
100,0.767356080096252,95
200,0.76885833968027,95
400,0.776983922247363,95
800,0.777771493476813,95
10,0.196821112319899,96
25,0.230527525154494,96
50,0.269136109268771,96
100,0.341448914055623,96
200,0.389428175013858,96
400,0.389473680995512,96
800,0.392394877767167,96
10,0.206226462634303,97
25,0.222986510486665,97
50,0.39836301524302,97
100,0.494643281083131,97
200,0.54832874496308,97
400,0.605566671510657,97
800,0.727656641184731,97
10,0.0193841186253695,98
25,0.0209211610770596,98
50,0.0917830033472962,98
100,0.181646561970203,98
200,0.216722542928436,98
400,0.319157255524964,98
800,0.374792374056977,98
10,0.112805212004434,99
25,0.113141384196409,99
50,0.172616811545336,99
100,0.190632962440743,99
200,0.19446420309371,99
400,0.230361374227046,99
800,0.269853560736302,99
10,0.117349542019182,100
25,0.14133300997287,100
50,0.143099830390936,100
100,0.228407716127319,100
200,0.274007141294054,100
400,0.314050762215733,100
800,0.389639902655097,100
10,0.253850041109295,101
25,0.36827961423825,101
50,0.440878093869895,101
100,0.466679623069843,101
200,0.493519109862309,101
400,0.561991484776977,101
800,0.695615886254942,101
10,0.13719739202254,102
25,0.17547648312297,102
50,0.181875065525096,102
100,0.182399344926959,102
200,0.209983674853954,102
400,0.229298314652564,102
800,0.266813241318354,102
10,0.252673271260315,103
25,0.259379473798911,103
50,0.326464974465528,103
100,0.328228869552568,103
200,0.329970167461554,103
400,0.383536913784688,103
800,0.436928133876564,103
10,0.116738118115388,104
25,0.13627690733568,104
50,0.212500459120381,104
100,0.246112108906131,104
200,0.314183518635283,104
400,0.318744638287244,104
800,0.320295187519222,104
10,0.15972147370633,105
25,0.20497545900068,105
50,0.236645209076036,105
100,0.297712608618698,105
200,0.362445911835896,105
400,0.424755759309487,105
800,0.428887283460193,105
10,0.157350442338947,106
25,0.157429892197295,106
50,0.212279921258215,106
100,0.292672376337845,106
200,0.403301899659619,106
400,0.404554252443435,106
800,0.408670922612075,106
10,0.0781632513859798,107
25,0.115190454481691,107
50,0.128691946676814,107
100,0.227045928537561,107
200,0.233550320347448,107
400,0.303225846783049,107
800,0.462130791548147,107
10,0.162240869528376,108
25,0.413851629502928,108
50,0.426034973018851,108
100,0.58019509702072,108
200,0.619858926427456,108
400,0.625738426379423,108
800,0.695670069511553,108
10,0.0634994215112833,109
25,0.0861624217822196,109
50,0.117510989687146,109
100,0.142998915222163,109
200,0.160517852652072,109
400,0.172967562816583,109
800,0.246310947757104,109
10,0.167739291788952,110
25,0.171500555852556,110
50,0.221278733884646,110
100,0.228365888347062,110
200,0.239060555518304,110
400,0.247769341139473,110
800,0.250489912974952,110
10,0.0909073640627016,111
25,0.0963797266933232,111
50,0.169483362328663,111
100,0.20914655959091,111
200,0.282338362342518,111
400,0.375404058162834,111
800,0.423154846841725,111
10,0.21625585968256,112
25,0.21636043553104,112
50,0.217313475046383,112
100,0.239444706136834,112
200,0.332638287332558,112
400,0.368076117429279,112
800,0.397245987040855,112
10,0.0477357465456013,113
25,0.0509177928221528,113
50,0.0515702286117091,113
100,0.12789216576659,113
200,0.22058434538081,113
400,0.278406406463497,113
800,0.299546695400411,113
10,0.133147630901143,114
25,0.133685183457979,114
50,0.164218789485527,114
100,0.171870479317116,114
200,0.176559484436045,114
400,0.194149745582482,114
800,0.196477097504651,114
10,0.0666746246258883,115
25,0.0873964242327773,115
50,0.0929791466545964,115
100,0.0943325216528644,115
200,0.0957210806106211,115
400,0.109148883224824,115
800,0.267830246415188,115
10,0.214687748827912,116
25,0.228526825578396,116
50,0.236654944319405,116
100,0.598023388505165,116
200,0.598447669932308,116
400,0.599431708562361,116
800,0.781850880484502,116
10,0.323883890296122,117
25,0.324354227056365,117
50,0.369858030765887,117
100,0.396668958216197,117
200,0.399866392507309,117
400,0.482359733276804,117
800,0.495784697362819,117
10,0.1907637515252,118
25,0.195884331781713,118
50,0.332892834781417,118
100,0.381189712419418,118
200,0.55224730951249,118
400,0.56994705549088,118
800,0.735218732671943,118
10,0.124279953486692,119
25,0.175669709503113,119
50,0.182843764879529,119
100,0.185146429051136,119
200,0.207389237235745,119
400,0.233269528364926,119
800,0.371916716027744,119
10,0.205784049660865,120
25,0.293206058002632,120
50,0.440064649160602,120
100,0.450482941690895,120
200,0.451448569601449,120
400,0.500657313440197,120
800,0.516655332459069,120
10,0.0385768227351624,121
25,0.163006837840168,121
50,0.164246775375524,121
100,0.176797468157573,121
200,0.213602566187828,121
400,0.24938828477616,121
800,0.254030641860146,121
10,0.152282869697984,122
25,0.157666172099198,122
50,0.184468643294521,122
100,0.299712811362328,122
200,0.304929191280553,122
400,0.305795767134038,122
800,0.318415616311175,122
10,0.162319517807497,123
25,0.181438714995253,123
50,0.188471330447412,123
100,0.200901481851025,123
200,0.202806417258579,123
400,0.219035021113629,123
800,0.280379493759715,123
10,0.310854785467866,124
25,0.314114531049238,124
50,0.366355942015572,124
100,0.367137625976177,124
200,0.415137344269554,124
400,0.433455363202735,124
800,0.55857149675195,124
10,0.058388348898857,125
25,0.0650621000263144,125
50,0.1186107409707,125
100,0.144456739389887,125
200,0.184509854665166,125
400,0.303495946501872,125
800,0.56314359727096,125
10,0.245401276735807,126
25,0.25551660801251,126
50,0.255830636173253,126
100,0.38360831266069,126
200,0.501543911782307,126
400,0.529937390311359,126
800,0.530325206736777,126
10,0.010851217644075,127
25,0.0108922213475206,127
50,0.0402275507631056,127
100,0.0818522330133684,127
200,0.0818680435748559,127
400,0.141210428257409,127
800,0.239355724458909,127
10,0.243715242092062,128
25,0.243715937227911,128
50,0.406971753421562,128
100,0.417329392459729,128
200,0.480538534949529,128
400,0.526231127018557,128
800,0.857944895064652,128
10,0.0738377571043799,129
25,0.131854527923095,129
50,0.18792136699944,129
100,0.195586784083892,129
200,0.195812552660875,129
400,0.197014667157208,129
800,0.354449140105102,129
10,0.100575466552744,130
25,0.109824553978584,130
50,0.112146502970813,130
100,0.222252430510604,130
200,0.280142144868456,130
400,0.538468940559944,130
800,0.579776065772589,130
10,0.210006674218965,131
25,0.210392955045183,131
50,0.289604190430011,131
100,0.344055886452037,131
200,0.358317321645585,131
400,0.37896067212236,131
800,0.461587707913244,131
10,0.0801545650411145,132
25,0.10570508383609,132
50,0.115514813437169,132
100,0.126711927388516,132
200,0.218664484391173,132
400,0.221763364980462,132
800,0.244525701014773,132
10,0.0820283798446002,133
25,0.085655526645995,133
50,0.0867157068902778,133
100,0.0867980078458176,133
200,0.0990649316143065,133
400,0.203677889142008,133
800,0.44523518741247,133
10,0.0874318373529176,134
25,0.143378224540341,134
50,0.19292917406216,134
100,0.277937288143643,134
200,0.30822869263009,134
400,0.339770570037736,134
800,0.350501048380531,134
10,0.246549601522434,135
25,0.253930715255641,135
50,0.271826793798908,135
100,0.271874079106148,135
200,0.285385521783483,135
400,0.359742327062013,135
800,0.363109642387528,135
10,0.17021023007389,136
25,0.207660874660483,136
50,0.207740141441771,136
100,0.318703039662995,136
200,0.325903707794621,136
400,0.541263395164234,136
800,0.66440893218069,136
10,0.232062549090048,137
25,0.311911136371921,137
50,0.345273264011821,137
100,0.35051112981389,137
200,0.354728120890236,137
400,0.368499894350155,137
800,0.719708596100078,137
10,0.201645809147874,138
25,0.253224837051134,138
50,0.255910734051776,138
100,0.337957526295068,138
200,0.387680978880428,138
400,0.534639688114982,138
800,0.602710083800823,138
10,0.0370383390522929,139
25,0.0442019618335896,139
50,0.0447547769522903,139
100,0.0559332225674925,139
200,0.18927413879877,139
400,0.329991847039148,139
800,0.33540662278326,139
10,0.244451199317188,140
25,0.311695521885696,140
50,0.342165052088203,140
100,0.37594361353545,140
200,0.571740348730184,140
400,0.827292597020633,140
800,0.918884246050474,140
10,0.226826986196679,141
25,0.273170840839864,141
50,0.562654590896746,141
100,0.569881288608406,141
200,0.570468912095336,141
400,0.874959100028334,141
800,0.88196132766038,141
10,0.199412582502666,142
25,0.300751612095059,142
50,0.631420012365656,142
100,0.751879343801622,142
200,0.838347982744994,142
400,0.899222446736159,142
800,0.900487745043811,142
10,0.188056607573527,143
25,0.192439388943554,143
50,0.208670411549819,143
100,0.208928775396794,143
200,0.231177176860327,143
400,0.256641266347158,143
800,0.283897220865258,143
10,0.123892970694988,144
25,0.176837606755057,144
50,0.197861022010809,144
100,0.21452007972275,144
200,0.508128990955763,144
400,0.906367852009933,144
800,0.916477759006612,144
10,0.233673816959446,145
25,0.237486032347449,145
50,0.26277707245821,145
100,0.501984978206113,145
200,0.537057162898278,145
400,0.574839747639956,145
800,0.574839750956102,145
10,0.217355094823864,146
25,0.218834454887637,146
50,0.220802354384025,146
100,0.243212184502604,146
200,0.301245427366811,146
400,0.304232234196835,146
800,0.314061265507515,146
10,0.149992533027164,147
25,0.161672734932084,147
50,0.217932891045084,147
100,0.385387431255705,147
200,0.479359244998835,147
400,0.486893984198286,147
800,0.592527348095577,147
10,0.225763114372332,148
25,0.279621495779104,148
50,0.408560316047546,148
100,0.425001963818763,148
200,0.528111235843456,148
400,0.533446202457146,148
800,0.538367589683887,148
10,0.0355111781800938,149
25,0.0689821909562239,149
50,0.102861201019977,149
100,0.150644895561762,149
200,0.201862600326486,149
400,0.211593166965027,149
800,0.338851732990999,149
10,0.160109025567418,150
25,0.171600291939448,150
50,0.172006707408921,150
100,0.173779731590003,150
200,0.202410180430458,150
400,0.243944377640941,150
800,0.307219369205889,150
10,0.106628651880742,151
25,0.107059987293521,151
50,0.126206585655011,151
100,0.126581289918699,151
200,0.126816459018941,151
400,0.221992032451019,151
800,0.273054699005459,151
10,0.108766615391125,152
25,0.121742283781635,152
50,0.164192326946483,152
100,0.197842557919915,152
200,0.27023430561432,152
400,0.293755498564898,152
800,0.373519966209884,152
10,0.130472803928634,153
25,0.201928341125434,153
50,0.236467493950772,153
100,0.260705547431473,153
200,0.549506943848119,153
400,0.747719570889565,153
800,0.755200224311016,153
10,0.157030590737251,154
25,0.225790472336439,154
50,0.256826302068213,154
100,0.479258805783113,154
200,0.522138321141392,154
400,0.535394622466334,154
800,0.543088159591818,154
10,0.0892381604195979,155
25,0.0896533238962913,155
50,0.138799575624066,155
100,0.159937396744875,155
200,0.160969363385318,155
400,0.163096681452667,155
800,0.259556057770226,155
10,0.217805255524228,156
25,0.341233166052838,156
50,0.421727964381886,156
100,0.571862355954156,156
200,0.604193422947783,156
400,0.665129929386098,156
800,0.680727466300898,156
10,0.0799735977116438,157
25,0.0817826230162944,157
50,0.118638001340802,157
100,0.199863608159817,157
200,0.201042335761817,157
400,0.216464986009022,157
800,0.381255290187763,157
10,0.272731756639158,158
25,0.351473113977257,158
50,0.352045154555717,158
100,0.388003704645934,158
200,0.390757579339267,158
400,0.446033917748379,158
800,0.497908826030034,158
10,0.172815982279243,159
25,0.191475802448814,159
50,0.307738203842395,159
100,0.368149631397804,159
200,0.561267765799791,159
400,0.581999845753504,159
800,0.788009950082412,159
10,0.170173701603477,160
25,0.211625375328698,160
50,0.269107082777926,160
100,0.274645835749228,160
200,0.274649819764638,160
400,0.415405819511697,160
800,0.417428119226743,160
10,0.0898935988094143,161
25,0.110418383566453,161
50,0.111205823958581,161
100,0.111676809968434,161
200,0.133265367122392,161
400,0.215226524106619,161
800,0.46524914847601,161
10,0.0297431058363079,162
25,0.0300596400649245,162
50,0.0320380164455167,162
100,0.160965714031825,162
200,0.164439056648682,162
400,0.196312766216228,162
800,0.332326433949698,162
10,0.0473990996982698,163
25,0.0498521831024748,163
50,0.062165207747086,163
100,0.0673007227909458,163
200,0.0900022258238523,163
400,0.204764002269277,163
800,0.216016281572556,163
10,0.302339300482453,164
25,0.47772908447429,164
50,0.640897734003678,164
100,0.828454326736619,164
200,0.829153154027877,164
400,0.830524954028718,164
800,0.85896638045903,164
10,0.228123804958685,165
25,0.26943756173625,165
50,0.272342626648926,165
100,0.279187477402504,165
200,0.316724467698933,165
400,0.379137712191272,165
800,0.398806831656449,165
